,P.S1,P.C1,P.S2,P.C2,F.S1,F.C1,F.S2,F.C2,F.S3,F.C3,T.S4,T.C4,R.S5,R.C5,Rank,Winner
Player 1 Game 4044,Diamonds,K,Hearts,7,Hearts,K,Clubs,8,Diamonds,8,Spades,3,Hearts,4,Straight,1
Player 2 Game 4044,Clubs,10,Clubs,K,Hearts,K,Clubs,8,Diamonds,8,Spades,3,Hearts,4,Two Pair,0
Player 1 Game 4045,Diamonds,K,Clubs,7,Diamonds,J,Spades,K,Spades,8,Clubs,Q,Hearts,10,One Pair,2
Player 2 Game 4045,Spades,4,Clubs,K,Diamonds,J,Spades,K,Spades,8,Clubs,Q,Hearts,10,One Pair,2
Player 1 Game 4046,Diamonds,9,Diamonds,6,Diamonds,8,Spades,Q,Clubs,Q,Spades,K,Hearts,A,Straight,1
Player 2 Game 4046,Diamonds,A,Clubs,4,Diamonds,8,Spades,Q,Clubs,Q,Spades,K,Hearts,A,Two Pair,0
Player 1 Game 4047,Hearts,K,Spades,7,Clubs,K,Clubs,A,Hearts,Q,Spades,4,Diamonds,J,One Pair,0
Player 2 Game 4047,Diamonds,A,Clubs,5,Clubs,K,Clubs,A,Hearts,Q,Spades,4,Diamonds,J,One Pair,1
Player 1 Game 4048,Spades,7,Clubs,10,Clubs,3,Clubs,Q,Clubs,8,Spades,A,Clubs,5,Flush,1
Player 2 Game 4048,Hearts,3,Clubs,7,Clubs,3,Clubs,Q,Clubs,8,Spades,A,Clubs,5,Flush,0
Player 1 Game 4049,Diamonds,2,Spades,4,Clubs,A,Spades,A,Clubs,3,Hearts,2,Spades,6,Two Pair,1
Player 2 Game 4049,Diamonds,5,Spades,8,Clubs,A,Spades,A,Clubs,3,Hearts,2,Spades,6,One Pair,0
Player 1 Game 4050,Spades,5,Diamonds,9,Clubs,9,Spades,10,Diamonds,A,Hearts,2,Clubs,K,One Pair,1
Player 2 Game 4050,Clubs,5,Clubs,4,Clubs,9,Spades,10,Diamonds,A,Hearts,2,Clubs,K,High Card,0
Player 1 Game 4051,Spades,Q,Clubs,10,Hearts,7,Hearts,Q,Diamonds,6,Clubs,A,Spades,J,One Pair,0
Player 2 Game 4051,Clubs,6,Hearts,J,Hearts,7,Hearts,Q,Diamonds,6,Clubs,A,Spades,J,Two Pair,1
Player 1 Game 4052,Clubs,Q,Clubs,9,Diamonds,2,Spades,5,Hearts,9,Spades,J,Diamonds,6,One Pair,1
Player 2 Game 4052,Clubs,4,Spades,9,Diamonds,2,Spades,5,Hearts,9,Spades,J,Diamonds,6,One Pair,0
Player 1 Game 4053,Clubs,J,Spades,6,Spades,8,Diamonds,9,Diamonds,6,Diamonds,4,Hearts,J,Straight,1
Player 2 Game 4053,Hearts,K,Spades,3,Spades,8,Diamonds,9,Diamonds,6,Diamonds,4,Hearts,J,High Card,0
Player 1 Game 4054,Hearts,8,Spades,J,Diamonds,2,Clubs,4,Diamonds,3,Diamonds,A,Hearts,4,One Pair,0
Player 2 Game 4054,Clubs,8,Hearts,3,Diamonds,2,Clubs,4,Diamonds,3,Diamonds,A,Hearts,4,Two Pair,1
Player 1 Game 4055,Diamonds,7,Clubs,6,Spades,6,Diamonds,A,Clubs,9,Hearts,K,Clubs,8,One Pair,0
Player 2 Game 4055,Diamonds,9,Hearts,Q,Spades,6,Diamonds,A,Clubs,9,Hearts,K,Clubs,8,One Pair,1
Player 1 Game 4056,Spades,2,Diamonds,10,Spades,6,Diamonds,8,Diamonds,4,Hearts,K,Diamonds,3,High Card,0
Player 2 Game 4056,Spades,10,Spades,A,Spades,6,Diamonds,8,Diamonds,4,Hearts,K,Diamonds,3,High Card,1
Player 1 Game 4057,Clubs,3,Diamonds,9,Hearts,4,Hearts,5,Clubs,A,Hearts,10,Clubs,J,High Card,0
Player 2 Game 4057,Clubs,10,Diamonds,3,Hearts,4,Hearts,5,Clubs,A,Hearts,10,Clubs,J,One Pair,1
Player 1 Game 4058,Diamonds,A,Diamonds,10,Hearts,3,Hearts,4,Spades,6,Diamonds,5,Diamonds,J,High Card,0
Player 2 Game 4058,Hearts,2,Clubs,5,Hearts,3,Hearts,4,Spades,6,Diamonds,5,Diamonds,J,One Pair,1
Player 1 Game 4059,Diamonds,6,Spades,Q,Hearts,7,Spades,9,Clubs,J,Hearts,8,Hearts,10,Straight,1
Player 2 Game 4059,Clubs,K,Hearts,5,Hearts,7,Spades,9,Clubs,J,Hearts,8,Hearts,10,Straight,0
Player 1 Game 4060,Spades,J,Spades,3,Diamonds,8,Hearts,9,Hearts,3,Hearts,4,Hearts,Q,One Pair,0
Player 2 Game 4060,Hearts,6,Diamonds,2,Diamonds,8,Hearts,9,Hearts,3,Hearts,4,Hearts,Q,Flush,1
Player 1 Game 4061,Hearts,7,Clubs,7,Clubs,8,Diamonds,3,Spades,K,Diamonds,K,Clubs,Q,Two Pair,0
Player 2 Game 4061,Hearts,2,Diamonds,A,Clubs,8,Diamonds,3,Spades,K,Diamonds,K,Clubs,Q,Straight,1
Player 1 Game 4062,Hearts,9,Spades,7,Diamonds,6,Diamonds,J,Hearts,8,Clubs,3,Diamonds,5,Straight,1
Player 2 Game 4062,Spades,8,Clubs,9,Diamonds,6,Diamonds,J,Hearts,8,Clubs,3,Diamonds,5,Straight,0
Player 1 Game 4063,Diamonds,6,Spades,K,Spades,6,Clubs,5,Hearts,5,Spades,Q,Spades,8,Straight,2
Player 2 Game 4063,Hearts,6,Clubs,J,Spades,6,Clubs,5,Hearts,5,Spades,Q,Spades,8,Straight,2
Player 1 Game 4064,Spades,2,Hearts,9,Spades,10,Spades,7,Clubs,2,Diamonds,6,Spades,A,One Pair,0
Player 2 Game 4064,Spades,4,Spades,3,Spades,10,Spades,7,Clubs,2,Diamonds,6,Spades,A,Flush,1
Player 1 Game 4065,Hearts,9,Diamonds,K,Spades,A,Spades,10,Clubs,10,Diamonds,6,Clubs,3,One Pair,1
Player 2 Game 4065,Diamonds,Q,Diamonds,4,Spades,A,Spades,10,Clubs,10,Diamonds,6,Clubs,3,One Pair,0
Player 1 Game 4066,Hearts,5,Clubs,J,Diamonds,7,Hearts,2,Spades,Q,Hearts,7,Diamonds,5,Two Pair,1
Player 2 Game 4066,Hearts,8,Diamonds,A,Diamonds,7,Hearts,2,Spades,Q,Hearts,7,Diamonds,5,One Pair,0
Player 1 Game 4067,Diamonds,4,Clubs,J,Hearts,Q,Spades,A,Spades,2,Clubs,9,Hearts,J,One Pair,0
Player 2 Game 4067,Diamonds,9,Spades,Q,Hearts,Q,Spades,A,Spades,2,Clubs,9,Hearts,J,Two Pair,1
Player 1 Game 4068,Spades,9,Hearts,2,Hearts,4,Clubs,A,Diamonds,8,Spades,4,Hearts,A,Two Pair,0
Player 2 Game 4068,Hearts,Q,Diamonds,K,Hearts,4,Clubs,A,Diamonds,8,Spades,4,Hearts,A,Two Pair,1
Player 1 Game 4069,Diamonds,3,Clubs,8,Spades,K,Hearts,K,Diamonds,6,Clubs,5,Spades,7,One Pair,0
Player 2 Game 4069,Hearts,A,Diamonds,K,Spades,K,Hearts,K,Diamonds,6,Clubs,5,Spades,7,Straight,1
Player 1 Game 4070,Spades,3,Spades,9,Hearts,7,Clubs,5,Clubs,Q,Spades,6,Spades,7,One Pair,0
Player 2 Game 4070,Diamonds,9,Hearts,Q,Hearts,7,Clubs,5,Clubs,Q,Spades,6,Spades,7,Two Pair,1
Player 1 Game 4071,Spades,9,Clubs,8,Hearts,K,Diamonds,10,Clubs,3,Spades,2,Spades,3,One Pair,0
Player 2 Game 4071,Hearts,J,Spades,7,Hearts,K,Diamonds,10,Clubs,3,Spades,2,Spades,3,One Pair,1
Player 1 Game 4072,Diamonds,6,Clubs,5,Diamonds,3,Diamonds,Q,Clubs,A,Clubs,3,Spades,Q,Two Pair,2
Player 2 Game 4072,Spades,2,Spades,5,Diamonds,3,Diamonds,Q,Clubs,A,Clubs,3,Spades,Q,Two Pair,2
Player 1 Game 4073,Clubs,Q,Diamonds,K,Spades,J,Spades,10,Diamonds,3,Diamonds,7,Hearts,2,High Card,0
Player 2 Game 4073,Diamonds,2,Clubs,6,Spades,J,Spades,10,Diamonds,3,Diamonds,7,Hearts,2,One Pair,1
Player 1 Game 4074,Clubs,4,Spades,3,Diamonds,5,Clubs,9,Diamonds,Q,Clubs,A,Spades,A,One Pair,0
Player 2 Game 4074,Diamonds,6,Spades,K,Diamonds,5,Clubs,9,Diamonds,Q,Clubs,A,Spades,A,One Pair,1
Player 1 Game 4075,Hearts,2,Hearts,J,Hearts,7,Spades,6,Hearts,5,Diamonds,Q,Diamonds,10,High Card,0
Player 2 Game 4075,Spades,10,Spades,8,Hearts,7,Spades,6,Hearts,5,Diamonds,Q,Diamonds,10,One Pair,1
Player 1 Game 4076,Clubs,J,Diamonds,4,Hearts,10,Spades,5,Clubs,6,Diamonds,J,Clubs,A,One Pair,0
Player 2 Game 4076,Diamonds,2,Hearts,A,Hearts,10,Spades,5,Clubs,6,Diamonds,J,Clubs,A,One Pair,1
Player 1 Game 4077,Spades,A,Clubs,Q,Spades,10,Hearts,6,Spades,7,Hearts,8,Spades,6,One Pair,0
Player 2 Game 4077,Diamonds,3,Diamonds,K,Spades,10,Hearts,6,Spades,7,Hearts,8,Spades,6,Straight,1
Player 1 Game 4078,Clubs,2,Hearts,A,Clubs,7,Hearts,J,Spades,6,Hearts,10,Clubs,K,High Card,0
Player 2 Game 4078,Diamonds,10,Spades,J,Clubs,7,Hearts,J,Spades,6,Hearts,10,Clubs,K,Straight,1
Player 1 Game 4079,Diamonds,7,Clubs,A,Hearts,10,Spades,10,Clubs,4,Diamonds,K,Spades,Q,One Pair,1
Player 2 Game 4079,Hearts,3,Spades,8,Hearts,10,Spades,10,Clubs,4,Diamonds,K,Spades,Q,One Pair,0
Player 1 Game 4080,Diamonds,4,Clubs,9,Spades,5,Hearts,8,Hearts,3,Spades,8,Clubs,3,Two Pair,0
Player 2 Game 4080,Spades,A,Clubs,4,Spades,5,Hearts,8,Hearts,3,Spades,8,Clubs,3,Two Pair,1
Player 1 Game 4081,Clubs,6,Clubs,K,Clubs,5,Hearts,5,Clubs,4,Spades,J,Diamonds,4,Two Pair,1
Player 2 Game 4081,Diamonds,6,Diamonds,Q,Clubs,5,Hearts,5,Clubs,4,Spades,J,Diamonds,4,Two Pair,0
Player 1 Game 4082,Clubs,5,Hearts,7,Diamonds,7,Clubs,A,Spades,Q,Clubs,3,Clubs,K,One Pair,1
Player 2 Game 4082,Hearts,4,Spades,J,Diamonds,7,Clubs,A,Spades,Q,Clubs,3,Clubs,K,High Card,0
Player 1 Game 4083,Hearts,9,Spades,4,Diamonds,6,Clubs,K,Hearts,K,Clubs,7,Diamonds,10,One Pair,0
Player 2 Game 4083,Diamonds,2,Hearts,6,Diamonds,6,Clubs,K,Hearts,K,Clubs,7,Diamonds,10,Two Pair,1
Player 1 Game 4084,Clubs,A,Spades,10,Diamonds,5,Hearts,8,Hearts,J,Diamonds,9,Spades,K,High Card,0
Player 2 Game 4084,Spades,A,Diamonds,A,Diamonds,5,Hearts,8,Hearts,J,Diamonds,9,Spades,K,One Pair,1
Player 1 Game 4085,Spades,3,Diamonds,Q,Hearts,3,Spades,8,Clubs,10,Clubs,7,Spades,10,Two Pair,0
Player 2 Game 4085,Hearts,8,Clubs,Q,Hearts,3,Spades,8,Clubs,10,Clubs,7,Spades,10,Two Pair,1
Player 1 Game 4086,Clubs,3,Hearts,2,Spades,9,Diamonds,4,Hearts,K,Spades,K,Hearts,A,One Pair,0
Player 2 Game 4086,Diamonds,9,Clubs,A,Spades,9,Diamonds,4,Hearts,K,Spades,K,Hearts,A,Two Pair,1
Player 1 Game 4087,Diamonds,6,Diamonds,A,Hearts,6,Diamonds,9,Clubs,4,Spades,2,Hearts,K,One Pair,1
Player 2 Game 4087,Clubs,7,Diamonds,J,Hearts,6,Diamonds,9,Clubs,4,Spades,2,Hearts,K,High Card,0
Player 1 Game 4088,Spades,K,Clubs,10,Diamonds,6,Spades,Q,Clubs,3,Clubs,K,Spades,10,Two Pair,1
Player 2 Game 4088,Spades,6,Diamonds,7,Diamonds,6,Spades,Q,Clubs,3,Clubs,K,Spades,10,One Pair,0
Player 1 Game 4089,Clubs,5,Hearts,9,Diamonds,7,Diamonds,9,Hearts,A,Diamonds,5,Hearts,7,Straight,1
Player 2 Game 4089,Diamonds,6,Spades,K,Diamonds,7,Diamonds,9,Hearts,A,Diamonds,5,Hearts,7,One Pair,0
Player 1 Game 4090,Spades,6,Spades,4,Diamonds,Q,Clubs,2,Spades,8,Hearts,10,Hearts,A,High Card,0
Player 2 Game 4090,Diamonds,7,Clubs,K,Diamonds,Q,Clubs,2,Spades,8,Hearts,10,Hearts,A,High Card,1
Player 1 Game 4091,Hearts,5,Hearts,10,Hearts,6,Spades,8,Spades,5,Hearts,Q,Spades,9,One Pair,0
Player 2 Game 4091,Clubs,8,Diamonds,4,Hearts,6,Spades,8,Spades,5,Hearts,Q,Spades,9,One Pair,1
Player 1 Game 4092,Spades,A,Hearts,Q,Hearts,K,Hearts,10,Spades,J,Diamonds,3,Spades,4,Straight,1
Player 2 Game 4092,Clubs,9,Hearts,3,Hearts,K,Hearts,10,Spades,J,Diamonds,3,Spades,4,One Pair,0
Player 1 Game 4093,Spades,6,Spades,3,Clubs,2,Spades,Q,Clubs,A,Diamonds,Q,Clubs,4,One Pair,0
Player 2 Game 4093,Diamonds,6,Diamonds,7,Clubs,2,Spades,Q,Clubs,A,Diamonds,Q,Clubs,4,One Pair,1
Player 1 Game 4094,Clubs,3,Clubs,10,Spades,6,Diamonds,9,Spades,4,Clubs,9,Hearts,J,Straight,1
Player 2 Game 4094,Diamonds,A,Spades,K,Spades,6,Diamonds,9,Spades,4,Clubs,9,Hearts,J,One Pair,0
Player 1 Game 4095,Hearts,K,Diamonds,9,Clubs,A,Clubs,9,Spades,J,Spades,A,Clubs,3,Two Pair,1
Player 2 Game 4095,Spades,2,Spades,7,Clubs,A,Clubs,9,Spades,J,Spades,A,Clubs,3,One Pair,0
Player 1 Game 4096,Hearts,K,Diamonds,Q,Spades,2,Hearts,6,Diamonds,J,Hearts,2,Clubs,6,Two Pair,1
Player 2 Game 4096,Diamonds,7,Clubs,3,Spades,2,Hearts,6,Diamonds,J,Hearts,2,Clubs,6,Two Pair,0
Player 1 Game 4097,Spades,10,Hearts,4,Spades,Q,Spades,J,Clubs,J,Clubs,K,Diamonds,9,Straight,0
Player 2 Game 4097,Hearts,Q,Hearts,J,Spades,Q,Spades,J,Clubs,J,Clubs,K,Diamonds,9,Full House,1
Player 1 Game 4098,Diamonds,7,Diamonds,5,Spades,K,Spades,4,Clubs,A,Clubs,8,Spades,9,High Card,1
Player 2 Game 4098,Clubs,3,Hearts,6,Spades,K,Spades,4,Clubs,A,Clubs,8,Spades,9,High Card,0
Player 1 Game 4099,Diamonds,9,Hearts,K,Hearts,8,Clubs,10,Hearts,A,Spades,A,Hearts,2,Straight,1
Player 2 Game 4099,Clubs,K,Diamonds,J,Hearts,8,Clubs,10,Hearts,A,Spades,A,Hearts,2,One Pair,0
Player 1 Game 4100,Clubs,8,Spades,K,Diamonds,2,Spades,10,Spades,9,Clubs,J,Diamonds,J,One Pair,0
Player 2 Game 4100,Clubs,2,Spades,J,Diamonds,2,Spades,10,Spades,9,Clubs,J,Diamonds,J,Full House,1
Player 1 Game 4101,Diamonds,10,Hearts,J,Clubs,K,Diamonds,7,Diamonds,Q,Clubs,6,Hearts,A,Straight,1
Player 2 Game 4101,Diamonds,2,Hearts,K,Clubs,K,Diamonds,7,Diamonds,Q,Clubs,6,Hearts,A,One Pair,0
Player 1 Game 4102,Diamonds,7,Spades,Q,Diamonds,4,Diamonds,2,Spades,5,Clubs,Q,Diamonds,5,Two Pair,1
Player 2 Game 4102,Clubs,8,Clubs,4,Diamonds,4,Diamonds,2,Spades,5,Clubs,Q,Diamonds,5,Two Pair,0
Player 1 Game 4103,Clubs,5,Clubs,3,Diamonds,10,Clubs,8,Diamonds,2,Hearts,8,Spades,3,Two Pair,1
Player 2 Game 4103,Clubs,6,Spades,A,Diamonds,10,Clubs,8,Diamonds,2,Hearts,8,Spades,3,One Pair,0
Player 1 Game 4104,Hearts,A,Spades,3,Clubs,3,Diamonds,7,Hearts,10,Hearts,7,Diamonds,6,Two Pair,1
Player 2 Game 4104,Clubs,A,Spades,Q,Clubs,3,Diamonds,7,Hearts,10,Hearts,7,Diamonds,6,One Pair,0
Player 1 Game 4105,Clubs,Q,Hearts,J,Hearts,3,Spades,9,Clubs,A,Spades,Q,Hearts,2,One Pair,0
Player 2 Game 4105,Hearts,4,Diamonds,A,Hearts,3,Spades,9,Clubs,A,Spades,Q,Hearts,2,One Pair,1
Player 1 Game 4106,Spades,5,Diamonds,J,Diamonds,10,Clubs,Q,Diamonds,3,Diamonds,6,Hearts,5,One Pair,0
Player 2 Game 4106,Spades,10,Hearts,6,Diamonds,10,Clubs,Q,Diamonds,3,Diamonds,6,Hearts,5,Two Pair,1
Player 1 Game 4107,Hearts,Q,Hearts,10,Clubs,Q,Hearts,K,Diamonds,10,Clubs,7,Clubs,A,Two Pair,1
Player 2 Game 4107,Diamonds,J,Clubs,K,Clubs,Q,Hearts,K,Diamonds,10,Clubs,7,Clubs,A,One Pair,0
Player 1 Game 4108,Diamonds,K,Spades,8,Hearts,2,Clubs,Q,Spades,5,Clubs,4,Clubs,J,High Card,0
Player 2 Game 4108,Hearts,A,Spades,3,Hearts,2,Clubs,Q,Spades,5,Clubs,4,Clubs,J,Straight,1
Player 1 Game 4109,Hearts,Q,Diamonds,2,Spades,A,Hearts,8,Diamonds,10,Clubs,6,Clubs,9,High Card,0
Player 2 Game 4109,Clubs,J,Spades,7,Spades,A,Hearts,8,Diamonds,10,Clubs,6,Clubs,9,Straight,1
Player 1 Game 4110,Spades,10,Diamonds,5,Diamonds,2,Spades,K,Spades,J,Spades,8,Clubs,K,Straight,1
Player 2 Game 4110,Hearts,5,Hearts,9,Diamonds,2,Spades,K,Spades,J,Spades,8,Clubs,K,One Pair,0
Player 1 Game 4111,Hearts,8,Diamonds,7,Clubs,J,Diamonds,A,Diamonds,J,Clubs,7,Spades,9,Two Pair,1
Player 2 Game 4111,Clubs,6,Hearts,10,Clubs,J,Diamonds,A,Diamonds,J,Clubs,7,Spades,9,One Pair,0
Player 1 Game 4112,Hearts,7,Hearts,J,Spades,7,Spades,6,Clubs,6,Clubs,9,Hearts,K,Straight,1
Player 2 Game 4112,Clubs,5,Diamonds,3,Spades,7,Spades,6,Clubs,6,Clubs,9,Hearts,K,One Pair,0
Player 1 Game 4113,Clubs,8,Spades,A,Spades,4,Spades,K,Spades,2,Spades,5,Diamonds,2,Flush,1
Player 2 Game 4113,Spades,7,Hearts,5,Spades,4,Spades,K,Spades,2,Spades,5,Diamonds,2,Flush,0
Player 1 Game 4114,Spades,5,Hearts,J,Hearts,K,Diamonds,10,Hearts,4,Clubs,2,Spades,4,One Pair,0
Player 2 Game 4114,Spades,Q,Diamonds,J,Hearts,K,Diamonds,10,Hearts,4,Clubs,2,Spades,4,One Pair,1
Player 1 Game 4115,Hearts,8,Clubs,8,Diamonds,9,Diamonds,J,Diamonds,10,Hearts,A,Clubs,9,Straight,1
Player 2 Game 4115,Hearts,7,Spades,6,Diamonds,9,Diamonds,J,Diamonds,10,Hearts,A,Clubs,9,One Pair,0
Player 1 Game 4116,Spades,10,Hearts,10,Clubs,5,Diamonds,J,Hearts,Q,Diamonds,Q,Diamonds,K,Two Pair,0
Player 2 Game 4116,Spades,7,Hearts,4,Clubs,5,Diamonds,J,Hearts,Q,Diamonds,Q,Diamonds,K,Straight,1
Player 1 Game 4117,Clubs,K,Diamonds,2,Clubs,10,Diamonds,Q,Spades,7,Clubs,A,Diamonds,10,One Pair,2
Player 2 Game 4117,Diamonds,K,Spades,4,Clubs,10,Diamonds,Q,Spades,7,Clubs,A,Diamonds,10,One Pair,2
Player 1 Game 4118,Spades,A,Spades,Q,Clubs,2,Clubs,9,Diamonds,6,Diamonds,J,Clubs,K,High Card,0
Player 2 Game 4118,Hearts,Q,Hearts,J,Clubs,2,Clubs,9,Diamonds,6,Diamonds,J,Clubs,K,One Pair,1
Player 1 Game 4119,Spades,9,Spades,4,Clubs,4,Diamonds,A,Diamonds,J,Diamonds,2,Clubs,A,Two Pair,1
Player 2 Game 4119,Clubs,Q,Clubs,10,Clubs,4,Diamonds,A,Diamonds,J,Diamonds,2,Clubs,A,One Pair,0
Player 1 Game 4120,Spades,8,Spades,2,Spades,6,Hearts,6,Diamonds,3,Hearts,10,Spades,9,One Pair,0
Player 2 Game 4120,Spades,Q,Clubs,A,Spades,6,Hearts,6,Diamonds,3,Hearts,10,Spades,9,One Pair,1
Player 1 Game 4121,Diamonds,9,Spades,5,Spades,J,Clubs,9,Clubs,4,Spades,2,Diamonds,K,One Pair,1
Player 2 Game 4121,Diamonds,6,Clubs,7,Spades,J,Clubs,9,Clubs,4,Spades,2,Diamonds,K,High Card,0
Player 1 Game 4122,Clubs,10,Hearts,4,Spades,K,Hearts,2,Clubs,A,Spades,3,Clubs,7,High Card,0
Player 2 Game 4122,Spades,8,Diamonds,2,Spades,K,Hearts,2,Clubs,A,Spades,3,Clubs,7,One Pair,1
Player 1 Game 4123,Spades,2,Hearts,A,Hearts,10,Clubs,5,Spades,4,Spades,J,Clubs,A,One Pair,0
Player 2 Game 4123,Spades,3,Clubs,2,Hearts,10,Clubs,5,Spades,4,Spades,J,Clubs,A,Straight,1
Player 1 Game 4124,Clubs,8,Spades,2,Spades,10,Diamonds,4,Spades,4,Clubs,A,Spades,5,One Pair,0
Player 2 Game 4124,Hearts,Q,Diamonds,2,Spades,10,Diamonds,4,Spades,4,Clubs,A,Spades,5,One Pair,1
Player 1 Game 4125,Clubs,J,Diamonds,4,Hearts,K,Clubs,10,Hearts,5,Diamonds,10,Diamonds,A,One Pair,1
Player 2 Game 4125,Hearts,7,Spades,6,Hearts,K,Clubs,10,Hearts,5,Diamonds,10,Diamonds,A,One Pair,0
Player 1 Game 4126,Spades,6,Clubs,5,Hearts,2,Hearts,J,Diamonds,4,Clubs,7,Hearts,6,One Pair,0
Player 2 Game 4126,Diamonds,7,Spades,2,Hearts,2,Hearts,J,Diamonds,4,Clubs,7,Hearts,6,Two Pair,1
Player 1 Game 4127,Clubs,4,Clubs,A,Diamonds,10,Hearts,J,Hearts,9,Spades,9,Clubs,6,Straight,1
Player 2 Game 4127,Hearts,10,Hearts,K,Diamonds,10,Hearts,J,Hearts,9,Spades,9,Clubs,6,Two Pair,0
Player 1 Game 4128,Clubs,2,Clubs,Q,Clubs,5,Diamonds,K,Hearts,Q,Spades,A,Clubs,9,Straight,1
Player 2 Game 4128,Diamonds,7,Hearts,9,Clubs,5,Diamonds,K,Hearts,Q,Spades,A,Clubs,9,One Pair,0
Player 1 Game 4129,Clubs,K,Clubs,4,Spades,6,Spades,3,Hearts,5,Diamonds,3,Clubs,Q,One Pair,1
Player 2 Game 4129,Diamonds,7,Hearts,J,Spades,6,Spades,3,Hearts,5,Diamonds,3,Clubs,Q,One Pair,0
Player 1 Game 4130,Hearts,7,Hearts,5,Clubs,6,Clubs,5,Hearts,K,Spades,3,Clubs,J,One Pair,0
Player 2 Game 4130,Diamonds,J,Spades,K,Clubs,6,Clubs,5,Hearts,K,Spades,3,Clubs,J,Two Pair,1
Player 1 Game 4131,Spades,10,Diamonds,Q,Clubs,9,Clubs,J,Clubs,8,Spades,Q,Hearts,J,Two Pair,0
Player 2 Game 4131,Hearts,6,Diamonds,K,Clubs,9,Clubs,J,Clubs,8,Spades,Q,Hearts,J,Straight,1
Player 1 Game 4132,Hearts,A,Diamonds,3,Spades,7,Spades,10,Hearts,2,Hearts,7,Hearts,9,One Pair,1
Player 2 Game 4132,Hearts,Q,Spades,J,Spades,7,Spades,10,Hearts,2,Hearts,7,Hearts,9,One Pair,0
Player 1 Game 4133,Clubs,10,Hearts,3,Hearts,5,Clubs,J,Clubs,3,Clubs,8,Diamonds,A,One Pair,1
Player 2 Game 4133,Spades,4,Spades,3,Hearts,5,Clubs,J,Clubs,3,Clubs,8,Diamonds,A,One Pair,0
Player 1 Game 4134,Hearts,10,Clubs,9,Spades,A,Hearts,J,Spades,4,Spades,8,Diamonds,K,High Card,1
Player 2 Game 4134,Clubs,6,Hearts,3,Spades,A,Hearts,J,Spades,4,Spades,8,Diamonds,K,High Card,0
Player 1 Game 4135,Diamonds,J,Diamonds,10,Diamonds,Q,Clubs,9,Hearts,A,Spades,2,Hearts,8,Straight,1
Player 2 Game 4135,Diamonds,A,Clubs,10,Diamonds,Q,Clubs,9,Hearts,A,Spades,2,Hearts,8,One Pair,0
Player 1 Game 4136,Spades,10,Clubs,3,Clubs,7,Hearts,2,Diamonds,5,Diamonds,A,Clubs,Q,High Card,0
Player 2 Game 4136,Spades,2,Clubs,9,Clubs,7,Hearts,2,Diamonds,5,Diamonds,A,Clubs,Q,One Pair,1
Player 1 Game 4137,Hearts,J,Spades,4,Diamonds,A,Hearts,2,Hearts,8,Diamonds,5,Clubs,4,One Pair,0
Player 2 Game 4137,Hearts,5,Spades,K,Diamonds,A,Hearts,2,Hearts,8,Diamonds,5,Clubs,4,One Pair,1
Player 1 Game 4138,Hearts,J,Spades,Q,Hearts,7,Spades,6,Diamonds,Q,Clubs,10,Clubs,A,One Pair,0
Player 2 Game 4138,Hearts,K,Spades,A,Hearts,7,Spades,6,Diamonds,Q,Clubs,10,Clubs,A,One Pair,1
Player 1 Game 4139,Diamonds,Q,Spades,Q,Clubs,3,Clubs,4,Diamonds,10,Diamonds,7,Clubs,8,One Pair,1
Player 2 Game 4139,Spades,6,Clubs,A,Clubs,3,Clubs,4,Diamonds,10,Diamonds,7,Clubs,8,High Card,0
Player 1 Game 4140,Clubs,Q,Spades,A,Hearts,9,Spades,4,Clubs,7,Diamonds,9,Spades,2,One Pair,0
Player 2 Game 4140,Diamonds,2,Clubs,10,Hearts,9,Spades,4,Clubs,7,Diamonds,9,Spades,2,Two Pair,1
Player 1 Game 4141,Spades,7,Hearts,4,Clubs,9,Hearts,2,Spades,3,Spades,A,Diamonds,8,High Card,0
Player 2 Game 4141,Spades,J,Spades,K,Clubs,9,Hearts,2,Spades,3,Spades,A,Diamonds,8,High Card,1
Player 1 Game 4142,Clubs,8,Clubs,4,Spades,K,Hearts,5,Diamonds,2,Clubs,Q,Diamonds,J,High Card,0
Player 2 Game 4142,Clubs,10,Hearts,J,Spades,K,Hearts,5,Diamonds,2,Clubs,Q,Diamonds,J,One Pair,1
Player 1 Game 4143,Hearts,7,Clubs,Q,Diamonds,8,Spades,K,Diamonds,7,Diamonds,2,Clubs,10,One Pair,1
Player 2 Game 4143,Spades,6,Diamonds,5,Diamonds,8,Spades,K,Diamonds,7,Diamonds,2,Clubs,10,High Card,0
Player 1 Game 4144,Spades,J,Clubs,Q,Diamonds,5,Spades,3,Hearts,10,Spades,K,Spades,8,High Card,0
Player 2 Game 4144,Hearts,K,Hearts,9,Diamonds,5,Spades,3,Hearts,10,Spades,K,Spades,8,One Pair,1
Player 1 Game 4145,Diamonds,J,Hearts,5,Spades,Q,Clubs,7,Diamonds,A,Clubs,J,Spades,3,One Pair,0
Player 2 Game 4145,Spades,A,Clubs,8,Spades,Q,Clubs,7,Diamonds,A,Clubs,J,Spades,3,One Pair,1
Player 1 Game 4146,Hearts,7,Clubs,8,Spades,3,Clubs,J,Spades,K,Hearts,9,Diamonds,9,One Pair,0
Player 2 Game 4146,Spades,6,Hearts,J,Spades,3,Clubs,J,Spades,K,Hearts,9,Diamonds,9,Two Pair,1
Player 1 Game 4147,Spades,7,Clubs,2,Diamonds,2,Spades,4,Diamonds,4,Spades,2,Spades,8,Full House,1
